id,state,title,description,technologies,reference_1,reference_2,reference_3,reference_4,reference_5,reference_6,reference_7,reference_8,reference_9,reference_10,last_update
13069,CA,Zero-Emission Freight Assessment,"The California Transportation Commission (CTC), along with other state
agencies, must develop a Clean Freight Corridor Efficiency Assessment.
As part of the assessment, the CTC must establish an advisory committee,
made up of industry representatives and public and private freight
stakeholders. The assessment must:

-   Identify and designate priority freight corridors for the deployment
    of zero emission medium- and heavy-duty (MHD) vehicles and
    associated infrastructure;
-   Identify projects to further state goals for zero emission freight
    and potential sponsors of projects;
-   Identify barriers and potential solutions to deploying zero emission
    MHD vehicles; and,
-   Assess impacts on existing infrastructure, potential funding
    opportunities, and benefits from deploying zero emission MHD
    vehicles.

By December 1, 2023, the CTC must submit a report containing the
assessment's findings and recommendations to the Legislature. Findings
from the assessment must be incorporated into the [California
Transportation
Plan](https://dot.ca.gov/programs/transportation-planning/division-of-transportation-planning/state-planning-equity-and-engagement/california-transportation-plan).

(Reference [California Government Code 14517 and 65072.5](http://www.oal.ca.gov/))",ELEC,"<a href = 'http://www.oal.ca.gov/' target = '_blank'>Senate Bill 671, 2021</a>",<a href = 'http://www.oal.ca.gov/' target = '_blank'>California Government Code 14517 and 65072.5</a>,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-25T15:18:49Z
13078,AR,Electric Vehicle (EV) and Autonomous Vehicle (AV) Support ,"The governor established the Arkansas Council on Future Mobility
(Council) to support advanced mobility technology, including EVs and
AVs. The Council must identify state laws that are prohibitive to EVs
and AVs and provide recommendations on policies and incentives to
promote their advancement. Additionally, the Council must identify
future tasks and goals related to EV and AV education, workforce
training, and economic development. The Council must submit a report of
their recommendations to the Governor by November 30, 2022.

(Reference [Executive Order 22-06, 2022](https://governor.arkansas.gov/our-office/executive-orders/))",ELEC,"<a href = 'https://governor.arkansas.gov/our-office/executive-orders/' target = '_blank'>Executive Order 22-06, 2022</a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-25T15:18:49Z
13079,IA,Alternative Fuel Vehicle (AFV) Grants,"The Iowa Economic Development Authority (IEDA) provides grants for
projects that benefit Iowa ratepayers and support the implementation of
the [Iowa Energy Plan](http://www.iowaenergyplan.org/), including the
purchase of AFVs. Eligible applicants include Iowa businesses, colleges
and universities, private and nonprofit organizations. For more
information, including eligibility requirements, see the IEDA Iowa
[Energy Center Grant
Program](https://www.iowaeda.com/iowa-energy-office/grants/) website.

(Reference [Iowa Administrative Code 261.404](https://www.legis.iowa.gov/law/administrativeRules))",ELEC,<a href = 'https://www.legis.iowa.gov/law/administrativeRules' target = '_blank'>Iowa Administrative Code 261.404</a>,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-25T15:18:49Z
13081,CA,Zero Electric Vehicle (ZEV) Office Authorization and Equity Assessment,"The California legislature established the ZEV Market Development Office
(Office) is established within the Governor's Office of Business and
Economic Development to serve as a point of contact for stakeholders to
provide feedback on California's ZEV goals and to direct the equitable
deployment of light-, medium-, and heavy-duty ZEVs, supporting
infrastructure, and ZEV workforce development. The Office must also
create an equity action plan as part of the [ZEV Market Development
Strategy](https://static.business.ca.gov/wp-content/uploads/2021/02/ZEV_Strategy_Feb2021.pdf).
The action plan must include recommendations to:

-   Improve access to ZEVs, supporting infrastructure, and ZEV
    transportation options in low-income, disadvantaged, and underserved
    communities; and,
-   Reduce pollution from transportation in low-income, disadvantaged,
    and underserved communities; and,
-   Support the ZEV industry and workforce in California.

The Office must track state progress toward achieving recommendations
included in the equity action plan.

(Reference [Senate Bill 1251, 2022](https://leginfo.legislature.ca.gov/faces/home.xhtml))",ELEC,"<a href = 'https://leginfo.legislature.ca.gov/faces/home.xhtml' target = '_blank'>Senate Bill 1251, 2022</a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-25T15:18:49Z
13082,CA,Medium- and Heavy-Duty (MHD) Fleet Vehicle Data Collection and Planning,"The California Energy Commission (CEC) in collaboration with the
California Air Resources Board (CARB) and the California Public
Utilities Commission (CPUC) must collect state agency fleet data for MHD
on- and off-road vehicles. Fleet data must include vehicle fuel types,
fleet address, and current and future vehicle charging needs. The CEC
must share this data with the PUC and electric utilities to inform
electrical grid planning efforts.

(Reference [Assembly Bill 2700, 2022](https://leginfo.legislature.ca.gov/faces/home.xhtml))",ELEC,"<a href = 'https://leginfo.legislature.ca.gov/faces/home.xhtml' target = '_blank'>Assembly Bill 2700, 2022</a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-25T15:18:49Z
13084,CA,Zero Emission Transit Bus Incentive Assessment,"The California Legislative Analyst's Office must submit a report to the
legislature on the effectiveness of the [Zero Emission Transit Bus Tax
Exemption](https://afdc.energy.gov/laws/12309) by May 1, 2024. The
report must consider the annual number of zero emission transit bus
purchases by transit authorities and agencies and the number of zero
emission transit bus purchases made in advance of the [Innovative Clean
Transit](https://afdc.energy.gov/laws/12257) regulation deadlines.

(Reference [Assembly Bill 2622, 2022](https://leginfo.legislature.ca.gov/faces/home.xhtml))",ELEC,"<a href = 'https://leginfo.legislature.ca.gov/faces/home.xhtml' target = '_blank'>Assembly Bill 2622, 2022</a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-25T15:18:49Z
13085,CA,Electric Vehicle (EV) Charging Station Uptime Reporting Standards,"By January 1, 2024, the California Energy Commission (CEC) in
collaboration with the California Public Utilities Commission (CPUC)
must develop uptime recordkeeping and reporting standards for EV
charging stations purchased through a state incentive program or rate
payer charges. The CEC must hold a public workshop to identify best
practices for supporting EV charging station reliability and incorporate
them into the uptime recordkeeping and reporting standards. Standards
may vary by technology type, power level, number of chargers per site,
and site ownership model. EV charging station uptime data must be
reported for a minimum of six years. These standards only apply to EV
charging stations installed on or after January 1, 2024, and do not
apply to residential dwellings with less than five units.

Beginning January 1, 2025, the CEC must assess the uptime of EV charging
stations. The assessment must include considerations for equitable
access to EV charging stations in low-, moderate-, and high-income
communities. The assessment must be updated every two years.

(Reference [Assembly Bill 2061, 2022](https://leginfo.legislature.ca.gov/faces/home.xhtml))",ELEC,"<a href = 'https://leginfo.legislature.ca.gov/faces/home.xhtml' target = '_blank'>Assembly Bill 2061, 2022</a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-25T15:18:49Z
13087,US,Electric Vehicle (EV) and Fuel Cell Electric Vehicle (FCEV) Manufacturing Tax Credit,"Qualified advanced energy projects are eligible for a 30% tax credit for
project investments to reequip, expand, or establish certain
manufacturing facilities. Credits cannot be allocated to projects
located in census tracts where projects have been previously allocated.
A qualifying advanced energy project includes, but is not limited to,
projects that reequip, expand, or establish a manufacturing or
industrial facility for the production or recycling of light-, medium-,
and heavy-duty EVs, FCEVs, EV charging stations, and hydrogen fueling
stations. Additional terms apply.

(Reference [Public Law 117-169](https://www.congress.gov/public-laws/117th-congress) and [26 U.S. Code 48C](https://www.govinfo.gov/))",ELEC,<a href = 'https://www.congress.gov/public-laws/117th-congress' target = '_blank'>Public Law 117-169</a>,<a href = 'https://www.govinfo.gov/' target = '_blank'>26 U.S. Code 48C</a>,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-25T15:18:49Z
13091,US,Port Electrification Grants,"The U.S. Environmental Protection Agency (EPA) must establish a
competitive Clean Ports grant program for the purchase or installation
of zero emission port equipment or technology. Eligible applicants must
include port authorities, state governments, local governments, tribal
governments, air pollution control agencies, and private entities that
own, operate, or use port. Zero emission technology includes
all-electric vehicles and fuel cell electric vehicles (FCEVs).
Additional funding is available for projects located in [nonattainment
communities](https://www3.epa.gov/airquality/greenbook/ancl.html). For
more information, see the EPA [Ports
Initiative](https://www.epa.gov/ports-initiative) website.

(Reference [Public Law 117-169](https://www.congress.gov/public-laws/117th-congress))",ELEC,<a href = 'https://www.congress.gov/public-laws/117th-congress' target = '_blank'>Public Law 117-169</a>,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-25T15:18:49Z
13096,MA,Zero Emission Vehicle (ZEV) Rebate Program Authorization,"The Massachusetts Department of Energy Resources (DOER) must establish a
rebate program for the purchase or lease of ZEVs. Rebates between
\$3,500 and \$5,000 must be available for the purchase or lease of new
or pre-owned light-duty ZEVs. Eligible light-duty ZEVs may not have a
purchase price above \$55,000. DOER must also offer a rebate of at least
\$4,500 for the purchase or lease of medium- or heavy-duty ZEVs or for
the trade-in of a light-duty internal combustion engine vehicle for the
purchase of a light-duty ZEV. DOER must offer low-income residents an
additional rebate of \$1,500. Eligible applicants include residents,
corporate fleets, and tribal entities. DOER must publish rebate program
data and participation annually, and assess program effectiveness in
reducing greenhouse gas emissions on a triennial basis. DOER may
promulgate regulations to ensure effective program implementation.
Additional requirements apply.

(Reference [House Bill 5060, 2022](https://malegislature.gov/) and [Chapter 25A, Section 19](https://malegislature.gov/))",ELEC,"<a href = 'https://malegislature.gov/' target = '_blank'>House Bill 5060, 2022</a>","<a href = 'https://malegislature.gov/' target = '_blank'>Chapter 25A, Section 19</a>",NA,NA,NA,NA,NA,NA,NA,NA,2022-12-25T15:18:49Z
13097,MA,Electric Vehicle (EV) Charging Infrastructure Deployment Support,"The Massachusetts Executive Office of Energy and Environmental Affairs
must facilitate an intergovernmental coordinating council (Council) to
develop and implement an EV charging station deployment plan for the
creation of an equitable, interconnected, accessible, and reliable EV
charging network. The deployment plan must:

-   Comply with [state emission reduction
    requirements](https://afdc.energy.gov/laws/12565);
-   Meet existing EV and EV charging station deployment
    [benchmarks](https://afdc.energy.gov/laws/11895);
-   Facilitate ending the sale of non-zero emission vehicles by December
    31, 2035; and,
-   Advance the accessibility and affordability of EV charging stations.

The deployment plan must also assess:

-   The present and future condition of transportation electrification;
-   The number and type of EV charging stations needed on public and
    private property;
-   Opportunities for EV charging stations in urban, suburban, rural,
    and low- and moderate-income areas;
-   The distribution, transmission, and energy storage infrastructure
    and technology needed to support EV charging station deployment;
-   Present and future costs of EV charging station deployment;
-   Technological advancements in EV charging stations and related
    infrastructure;
-   Maintenance strategies for EV charging stations;
-   EV charging station installation recommendations and best practices
    for public and private sector officials; and,
-   Policies, laws, and regulatory actions that may facilitate the
    deployment of charging stations and related infrastructure.

The Council must publish the deployment plan by August 11, 2023, and
revise the plan biannually.

(Reference [House Bill 5060, 2022](https://malegislature.gov/))",ELEC,"<a href = 'https://malegislature.gov/' target = '_blank'>House Bill 5060, 2022</a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-25T15:18:49Z
